;TEAM;MATCH UP;GAME DATE;W/L;MIN;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;STL;BLK;TOV;PF;+/-
0;BOS;BOS vs. GSW;01/26/2019;;180;96;35;84;41.7;13;33;39.4;13;14;92.9;14;27;41;20;6;3;8;13;2
1;GSW;GSW @ BOS;01/26/2019;;180;94;34;71;47.9;11;30;36.7;15;18;83.3;8;35;43;24;3;6;12;16;-2
2;POR;POR vs. ATL;01/26/2019;;0;22;6;8;75.0;3;5;60.0;7;8;87.5;0;5;5;3;2;1;2;3;9
3;ATL;ATL @ POR;01/26/2019;;0;13;5;14;35.7;2;6;33.3;1;1;100;2;2;4;3;1;0;0;5;-9
4;IND;IND @ MEM;01/26/2019;;180;93;30;72;41.7;7;25;28.0;26;32;81.3;7;32;39;18;7;5;18;23;-9
5;MEM;MEM vs. IND;01/26/2019;;180;102;39;80;48.8;9;28;32.1;15;22;68.2;8;28;36;29;8;5;14;22;9
6;PHI;PHI @ DEN;01/26/2019;;120;68;23;45;51.1;9;18;50.0;13;18;72.2;3;14;17;18;5;1;6;14;-9
7;DEN;DEN vs. PHI;01/26/2019;;120;77;28;51;54.9;6;15;40.0;15;19;78.9;5;21;26;16;3;1;5;12;9
8;NOP;NOP vs. SAS;01/26/2019;L;240;114;45;96;46.9;7;27;25.9;17;24;70.8;10;31;41;26;6;6;8;18;-12
9;SAS;SAS @ NOP;01/26/2019;W;240;126;47;91;51.6;11;24;45.8;21;25;84.0;9;42;51;30;5;3;10;19;12
10;UTA;UTA vs. MIN;01/25/2019;W;240;106;37;94;39.4;13;40;32.5;19;25;76.0;16;31;47;25;9;7;11;19;4
11;MIN;MIN @ UTA;01/25/2019;L;240;102;38;90;42.2;8;26;30.8;18;21;85.7;12;38;50;20;5;5;15;22;-4
12;PHX;PHX @ DEN;01/25/2019;L;240;95;32;76;42.1;7;30;23.3;24;26;92.3;2;33;35;20;4;7;16;25;-37
13;DEN;DEN vs. PHX;01/25/2019;W;240;132;47;94;50.0;15;36;41.7;23;29;79.3;16;41;57;26;9;1;12;20;37
14;SAC;SAC @ MEM;01/25/2019;W;240;99;37;91;40.7;12;33;36.4;13;17;76.5;12;37;49;23;11;5;19;25;3
15;MEM;MEM vs. SAC;01/25/2019;L;240;96;34;80;42.5;6;20;30.0;22;27;81.5;9;35;44;22;13;5;16;22;-3
16;CHA;CHA @ MIL;01/25/2019;L;240;99;36;90;40.0;10;38;26.3;17;25;68.0;12;41;53;20;4;2;17;18;-9
17;MIL;MIL vs. CHA;01/25/2019;W;240;108;41;89;46.1;6;31;19.4;20;23;87.0;6;40;46;17;9;6;12;18;9
18;DET;DET @ DAL;01/25/2019;L;240;101;35;85;41.2;12;38;31.6;19;25;76.0;13;33;46;22;6;0;13;26;-5
19;DAL;DAL vs. DET;01/25/2019;W;240;106;37;81;45.7;14;36;38.9;18;30;60.0;9;34;43;24;8;6;10;25;5
20;BKN;BKN vs. NYK;01/25/2019;W;240;109;34;84;40.5;9;33;27.3;32;47;68.1;18;42;60;19;5;2;20;21;10
21;NYK;NYK @ BKN;01/25/2019;L;240;99;37;87;42.5;8;31;25.8;17;26;65.4;6;27;33;17;12;11;8;31;-10
22;HOU;HOU vs. TOR;01/25/2019;W;240;121;41;91;45.1;10;46;21.7;29;33;87.9;12;28;40;17;11;5;12;21;2
23;TOR;TOR @ HOU;01/25/2019;L;240;119;44;91;48.4;14;36;38.9;17;18;94.4;12;35;47;27;4;1;21;25;-2
24;LAC;LAC @ CHI;01/25/2019;W;240;106;38;82;46.3;8;21;38.1;22;29;75.9;5;45;50;27;3;4;16;13;5
25;CHI;CHI vs. LAC;01/25/2019;L;240;101;40;102;39.2;10;35;28.6;11;12;91.7;12;37;49;20;11;5;11;23;-5
26;MIA;MIA @ CLE;01/25/2019;W;240;100;37;80;46.3;9;23;39.1;17;25;68.0;12;36;48;19;6;4;14;18;6
27;CLE;CLE vs. MIA;01/25/2019;L;240;94;37;85;43.5;10;30;33.3;10;13;76.9;9;33;42;23;8;2;13;21;-6
28;WAS;WAS @ ORL;01/25/2019;W;240;95;35;79;44.3;15;27;55.6;10;12;83.3;5;33;38;26;9;1;12;15;4
29;ORL;ORL vs. WAS;01/25/2019;L;240;91;38;84;45.2;7;33;21.2;8;12;66.7;13;39;52;24;3;4;15;9;-4
30;NOP;NOP @ OKC;01/24/2019;L;240;116;49;101;48.5;10;36;27.8;8;12;66.7;8;34;42;34;7;6;12;16;-6
31;OKC;OKC vs. NOP;01/24/2019;W;240;122;50;101;49.5;14;32;43.8;8;16;50.0;14;43;57;33;8;2;14;15;6
32;LAL;LAL vs. MIN;01/24/2019;L;240;105;44;87;50.6;8;28;28.6;9;14;64.3;9;30;39;28;5;5;20;23;-15
33;MIN;MIN @ LAL;01/24/2019;W;240;120;44;102;43.1;10;33;30.3;22;25;88.0;22;33;55;24;8;3;14;15;15
34;PHX;PHX vs. POR;01/24/2019;L;240;106;36;88;40.9;13;38;34.2;21;27;77.8;9;30;39;19;9;4;16;22;-14
35;POR;POR @ PHX;01/24/2019;W;240;120;44;94;46.8;12;26;46.2;20;20;100;14;39;53;25;8;8;17;24;14
36;WAS;WAS vs. GSW;01/24/2019;L;240;118;44;95;46.3;15;42;35.7;15;21;71.4;9;27;36;29;7;2;10;22;-8
37;GSW;GSW @ WAS;01/24/2019;W;240;126;50;88;56.8;7;20;35.0;19;21;90.5;8;42;50;34;5;6;15;21;8
38;CHI;CHI vs. ATL;01/23/2019;L;240;101;35;79;44.3;8;26;30.8;23;27;85.2;7;30;37;20;7;6;15;21;-20
39;ATL;ATL @ CHI;01/23/2019;W;240;121;45;90;50.0;15;40;37.5;16;21;76.2;16;35;51;31;11;2;17;20;20
40;MIA;MIA vs. LAC;01/23/2019;L;240;99;39;83;47.0;8;28;28.6;13;22;59.1;12;28;40;23;3;3;14;19;-12
41;LAC;LAC @ MIA;01/23/2019;W;240;111;45;85;52.9;7;22;31.8;14;21;66.7;7;34;41;23;5;3;7;20;12
42;TOR;TOR @ IND;01/23/2019;L;240;106;38;92;41.3;12;39;30.8;18;23;78.3;10;35;45;28;2;5;9;22;-4
43;IND;IND vs. TOR;01/23/2019;W;240;110;40;92;43.5;9;26;34.6;21;25;84.0;12;36;48;27;6;7;7;23;4
44;DET;DET @ NOP;01/23/2019;W;240;98;36;89;40.4;13;39;33.3;13;19;68.4;9;40;49;24;5;3;9;15;4
45;NOP;NOP vs. DET;01/23/2019;L;240;94;42;91;46.2;6;22;27.3;4;9;44.4;8;41;49;20;3;9;12;18;-4
46;CLE;CLE @ BOS;01/23/2019;L;240;103;38;87;43.7;13;30;43.3;14;20;70.0;15;29;44;20;4;4;21;18;-20
47;BOS;BOS vs. CLE;01/23/2019;W;240;123;45;86;52.3;12;25;48.0;21;23;91.3;9;34;43;25;12;5;14;20;20
48;DEN;DEN @ UTA;01/23/2019;L;240;108;42;88;47.7;8;27;29.6;16;20;80.0;12;38;50;20;7;9;16;25;-6
49;UTA;UTA vs. DEN;01/23/2019;W;240;114;38;88;43.2;19;46;41.3;19;27;70.4;12;28;40;28;7;7;13;20;6
50;SAS;SAS @ PHI;01/23/2019;L;240;120;47;82;57.3;13;27;48.1;13;15;86.7;5;31;36;24;8;6;15;15;-2
51;PHI;PHI vs. SAS;01/23/2019;W;240;122;47;93;50.5;17;36;47.2;11;14;78.6;13;29;42;35;9;5;12;14;2
52;MEM;MEM vs. CHA;01/23/2019;L;240;107;38;81;46.9;9;31;29.0;22;24;91.7;6;32;38;25;8;3;11;25;-11
53;CHA;CHA @ MEM;01/23/2019;W;240;118;41;77;53.2;12;30;40.0;24;31;77.4;5;32;37;23;8;2;9;19;11
54;HOU;HOU @ NYK;01/23/2019;W;240;114;37;90;41.1;11;44;25.0;29;38;76.3;15;29;44;10;15;10;13;25;4
55;NYK;NYK vs. HOU;01/23/2019;L;240;110;37;81;45.7;11;30;36.7;25;30;83.3;10;38;48;15;5;7;19;23;-4
56;ORL;ORL @ BKN;01/23/2019;L;240;110;38;89;42.7;11;34;32.4;23;28;82.1;11;31;42;22;7;11;13;19;-4
57;BKN;BKN vs. ORL;01/23/2019;W;240;114;43;90;47.8;10;32;31.3;18;23;78.3;12;33;45;20;7;2;17;22;4
58;PHX;PHX vs. MIN;01/22/2019;L;240;91;37;87;42.5;7;34;20.6;10;18;55.6;5;29;34;23;6;9;14;17;-27
59;MIN;MIN @ PHX;01/22/2019;W;240;118;45;103;43.7;15;42;35.7;13;19;68.4;20;44;64;30;7;1;15;18;27
60;LAC;LAC @ DAL;01/22/2019;L;240;98;33;91;36.3;10;36;27.8;22;29;75.9;14;27;41;19;4;4;8;26;-8
61;DAL;DAL vs. LAC;01/22/2019;W;240;106;38;81;46.9;10;34;29.4;20;29;69.0;9;39;48;21;5;6;13;25;8
62;POR;POR @ OKC;01/22/2019;L;240;114;43;95;45.3;10;36;27.8;18;22;81.8;20;32;52;21;7;3;20;20;-9
63;OKC;OKC vs. POR;01/22/2019;W;240;123;43;85;50.6;11;23;47.8;26;33;78.8;9;28;37;26;16;4;11;20;9
64;SAC;SAC @ TOR;01/22/2019;L;240;105;41;91;45.1;7;21;33.3;16;22;72.7;10;33;43;29;8;7;14;27;-15
65;TOR;TOR vs. SAC;01/22/2019;W;240;120;40;91;44.0;16;40;40.0;24;35;68.6;12;34;46;25;7;5;16;21;15
66;POR;POR @ UTA;01/21/2019;W;240;109;45;90;50.0;8;18;44.4;11;15;73.3;7;37;44;30;6;9;11;22;5
67;UTA;UTA vs. POR;01/21/2019;L;240;104;36;91;39.6;7;33;21.2;25;31;80.6;13;35;48;21;5;8;15;19;-5
68;HOU;HOU @ PHI;01/21/2019;L;240;93;31;86;36.0;11;42;26.2;20;26;76.9;6;32;38;14;9;6;12;25;-28
69;PHI;PHI vs. HOU;01/21/2019;W;240;121;43;88;48.9;8;23;34.8;27;33;81.8;10;45;55;21;9;14;13;22;28
70;BOS;BOS vs. MIA;01/21/2019;W;240;107;43;87;49.4;12;30;40.0;9;10;90.0;8;28;36;26;13;7;19;21;8
71;MIA;MIA @ BOS;01/21/2019;L;240;99;36;86;41.9;11;35;31.4;16;18;88.9;10;28;38;25;11;5;20;16;-8
72;MEM;MEM vs. NOP;01/21/2019;L;240;85;33;88;37.5;9;35;25.7;10;17;58.8;10;25;35;21;10;1;12;19;-20
73;NOP;NOP @ MEM;01/21/2019;W;240;105;39;74;52.7;9;26;34.6;18;26;69.2;7;43;50;19;8;7;19;17;20
74;SAC;SAC @ BKN;01/21/2019;L;240;94;39;93;41.9;10;25;40.0;6;11;54.5;10;27;37;26;8;4;14;20;-29
75;BKN;BKN vs. SAC;01/21/2019;W;240;123;45;90;50.0;13;35;37.1;20;24;83.3;12;44;56;25;9;4;17;15;29
76;GSW;GSW @ LAL;01/21/2019;W;240;130;50;98;51.0;16;37;43.2;14;19;73.7;13;37;50;41;8;6;12;27;19
77;LAL;LAL vs. GSW;01/21/2019;L;240;111;42;84;50.0;5;20;25.0;22;38;57.9;7;35;42;20;1;4;15;19;-19
78;ATL;ATL vs. ORL;01/21/2019;L;240;103;39;86;45.3;9;30;30.0;16;23;69.6;9;35;44;23;5;3;14;24;-19
79;ORL;ORL @ ATL;01/21/2019;W;240;122;46;91;50.5;11;29;37.9;19;21;90.5;9;36;45;29;8;8;11;22;19
80;DAL;DAL @ MIL;01/21/2019;L;240;106;41;99;41.4;14;40;35.0;10;17;58.8;11;37;48;24;7;11;11;19;-10
81;MIL;MIL vs. DAL;01/21/2019;W;240;116;42;91;46.2;12;32;37.5;20;22;90.9;8;43;51;21;9;7;15;19;10
82;DET;DET @ WAS;01/21/2019;L;240;87;31;77;40.3;11;34;32.4;14;18;77.8;2;38;40;22;5;3;18;21;-14
83;WAS;WAS vs. DET;01/21/2019;W;240;101;36;79;45.6;8;23;34.8;21;27;77.8;5;40;45;24;7;6;16;18;14
84;CLE;CLE vs. CHI;01/21/2019;L;240;88;31;87;35.6;6;27;22.2;20;29;69.0;11;27;38;16;8;4;14;18;-16
85;CHI;CHI @ CLE;01/21/2019;W;240;104;36;76;47.4;15;30;50.0;17;22;77.3;8;42;50;24;8;2;18;26;16
86;NYK;NYK vs. OKC;01/21/2019;L;240;109;39;87;44.8;7;23;30.4;24;32;75.0;11;25;36;25;8;3;12;23;-18
87;OKC;OKC @ NYK;01/21/2019;W;240;127;45;83;54.2;15;29;51.7;22;27;81.5;10;39;49;26;7;2;19;31;18
88;CHA;CHA @ IND;01/20/2019;L;240;95;33;82;40.2;12;35;34.3;17;25;68.0;7;37;44;20;5;6;16;14;-25
89;IND;IND vs. CHA;01/20/2019;W;240;120;47;100;47.0;14;27;51.9;12;12;100;12;39;51;34;10;7;9;18;25
90;PHX;PHX @ MIN;01/20/2019;L;240;114;40;86;46.5;12;39;30.8;22;32;68.8;9;29;38;22;9;5;16;27;-2
91;MIN;MIN vs. PHX;01/20/2019;W;240;116;39;91;42.9;6;24;25.0;32;40;80.0;12;33;45;22;8;4;17;26;2
92;LAC;LAC @ SAS;01/20/2019;W;240;103;39;85;45.9;11;21;52.4;14;24;58.3;4;37;41;23;11;2;12;18;8
93;SAS;SAS vs. LAC;01/20/2019;L;240;95;39;84;46.4;8;19;42.1;9;17;52.9;10;41;51;21;6;8;18;25;-8
